Id,StarbucksId,Name,BrandName,StoreNumber,PhoneNumber,OwnershipType,Street1,Street2,Street3,City,CountrySubdivisionCode,CountryCode,PostalCode,Longitude,Latitude,TimezoneOffset,TimezoneId,TimezoneOlsonId,FirstSeen,LastSeen
2e07c347-134b-47b1-bd2f-f60ea38926dd,18054,Village at Bedminster,Starbucks,13295-104959,908-719-1259,CO,432 US Highway 202/206,,Village at Bedminster,Bedminster,NJ,US,79211514,-74.64,40.65,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
46fd42a8-c0fe-48bf-a438-d9e210cc1f5a,1009334,NJ Monmouth Travel Plaza,Starbucks,23709-231486,732-681-4314,LS,"Garden State Pkwy, Mile Marker 100",,,Bellmar,NJ,US,7719,-74.27,40.02,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/31/2014 0:00,2/3/2017 0:00
66f67e3e-a7c6-4b5c-987e-0447709b2b53,1006278,Paramus Park Mall Center Court,Starbucks,21770-213785,2012616318,CO,700 Paramus Park,,,Bergen,NJ,US,7652,-74.07,40.96,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
94e60425-a09f-496f-a339-71343a8a8ec9,18360,Bernardsville Center,Starbucks,13296-106186,908-204-8973,CO,80 Morristown Rd.,Unit 10,,Bernardsville,NJ,US,79242313,-74.56,40.72,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
a5dcea82-5b76-4ab5-956e-93bf9f4ec4e6,1016493,Acme - Boonton #1582,Starbucks,48652-263848,,LS,550 Myrtle Avenue,,,Boonton,NJ,US,7005,-74.4,40.91,-300,Eastern Standard Time,GMT-05:00 America/New_York,1/11/2017 0:00,2/3/2017 0:00
4852dcb0-1905-41f5-95b4-822572d63d8d,17431,Bordentown,Starbucks,10782-101614,609-324-0124,CO,282 Dunns Mill Road,,ACME Commons at Bordentown,Bordentown,NJ,US,85054748,-74.72,40.13,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
b1b8f4c6-98ba-4a7e-af4b-ef796ae04b41,8346,Branchburg,Starbucks,9480-96107,908-575-0268,CO,240 Raritan Valley College Drive,,Shoppes at Branchburg,Branchburg,NJ,US,88763333,-74.69,40.61,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e373247e-0a9f-439d-a8be-a740edace4fc,6469,Target Brick T-1153,Starbucks,76752-108096,732-262-0600,LS,570 Rte. 70 West,,,Brick,NJ,US,87234014,-74.15,40.06,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
5ec1e095-ef38-41a4-a530-97deed4d61b7,17732,The Village at Bridgewater Commons,Starbucks,11271-104196,9084291381,CO,610 Commons Way 4300,,The Village at Bridgewater Commons,Bridgewater,NJ,US,88072845,-74.61,40.58,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
664287fa-c19f-44c0-a1fb-a50e83ad3cd2,10992,Bridgewater Mall-Level 1 Side,Starbucks,7392-139851,(908) 722-4911,CO,400 Commons Way,2475,Bridgewater Commons,Bridgewater,NJ,US,88072800,-74.62,40.59,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
d1027745-c409-43f0-b072-e7f1f8ae45ed,1011094,Target Bridgewater T-1224,Starbucks,24888-237588,732-868-8333,LS,200 Promenade Blvd,,,Bridgewater,NJ,US,8807,-74.56,40.56,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/25/2014 0:00,2/3/2017 0:00
5d0d9ada-93c8-48c4-a376-9b256fd6b9e4,1005919,Target Burlington T-1158,Starbucks,20878-208265,609-239-9885,LS,2703 Route 541,,,Burlington,NJ,US,8016,-74.82,40.04,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
98a6e73b-2a22-4e4a-89be-6c4fabd1de26,11289,Rutgers U/Camden-Student Union,Starbucks,75161-75060,856-225-6015,LS,326 Penn St,,,Camden,NJ,US,81021410,-75.12,39.95,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
452dac84-b8b5-4f33-8339-4cd63777f25d,1014757,Cedar Knolls Hanover,Starbucks,27065-246611,8627775857,CO,178 Hanover Avenue,101,,Cedar Knolls,NJ,US,7927,-74.47,40.81,-300,Eastern Standard Time,GMT-05:00 America/New_York,5/7/2016 0:00,2/3/2017 0:00
61012ac5-6dd5-4293-81e1-17342212e7b4,1005610,Chatham,Starbucks,20167-203744,9733775979,CO,640 Shunpike Rd.,,,Chatham,NJ,US,7928,-74.43,40.75,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
ecaf94fe-510b-42f6-b4bd-076215b9bd8e,113437,NJ Walt Whitman Travel Plaza,Starbucks,17223-176968,856-429-9323,LS,NJPK MM 32.3,,,Cherry Hill,NJ,US,8034,-75,39.89,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
b885205c-2ddb-4c9b-bd2d-0db1161834b0,11847,"Rt. 70 West, Cherry Hill",Starbucks,7620-19720,856-427-4333,CO,1192 East Rt. 70,#12,Kinko's Plaza,Cherry Hill,NJ,US,8034,-75,39.91,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
a6d5e19a-56ce-4552-b45b-25950b4feec2,7531,Garden State Park,Starbucks,11762-99112,856-486-1058,CO,2026 Route 70 West,Suite A,Garden State Park,Cherry Hill,NJ,US,8002,-75.04,39.92,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
d8eb5e71-3679-47a5-8569-453828a73b48,10827,Target Cherry Hill T-1085,Starbucks,76948-129486,856-317-1445,LS,2137 SR-38,,,Cherry Hill,NJ,US,8002,-75.03,39.93,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
3112e5ff-d532-4edb-a940-6062e4fdca13,13382,Macy's - Cherry Hill Mall,Starbucks,7787-64101,856-665-7932,CO,2000 Route 38,,,Cherry Hill,NJ,US,80022100,-75.02,39.94,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e4e20c1b-424d-4eee-963d-a31751d2cc76,1006903,600 Route 38 Cherry Hill,Starbucks,23126-227986,6095193953,CO,600 Rt 38,,,Cherry Hill,NJ,US,8002,-75.05,39.94,-300,Eastern Standard Time,GMT-05:00 America/New_York,1/9/2016 0:00,2/3/2017 0:00
e34041a0-6cd9-4051-b184-cbe36b1d789b,13502,480 Evesham Road,Starbucks,7371-811,(856) 427-0268,CO,480 Evesham Road,,Short Hills Towne Centre,Cherry Hill,NJ,US,80033368,-74.97,39.86,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
eeedb692-d058-48b5-a8bb-ffa10cab2930,12862,Chapel & Haddonfield,Starbucks,7895-81093,856-488-6020,CO,512 Haddonfield Road,,,Cherry Hill,NJ,US,80022600,-75.03,39.93,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
8bf95de8-f73d-4a53-9532-98733cc87225,18361,Chester Springs Shopping Center,Starbucks,11642-105545,908-879-4548,CO,537 Route 206 South,,Chester Springs Shopping Center,Chester,NJ,US,7930,-74.69,40.78,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
c83cd104-db0b-4e43-90a1-a3e851cdb3c4,89855,Target Clark T-1467,Starbucks,15210-155731,732-882-0736,LS,45 Central Ave,,,Clark,NJ,US,70661421,-74.31,40.63,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
59023c0f-50bb-450e-b3d3-560caa8af30d,6938,1490 Blackwood-Clementon Road,Starbucks,11272-102276,856 784-1789,CO,1490 Blackwood-Clementon Rd.,Gloucester Township,Cherrywood Plaza,Clementon,NJ,US,80215701,-75.04,39.8,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
956e1a26-0c8d-4034-b3a8-677989c5fce4,17773,Clifton Route 3,Starbucks,9659-97879,973 473-2560,CO,360 Rt 3,,,Clifton,NJ,US,7014,-74.14,40.83,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
ba413846-8a34-4212-beb5-c5059129f902,7631,Stop & Shop-Clifton #813,Starbucks,73964-96543,973-779-6697,LS,160 Kingsland Rd,,,Clifton,NJ,US,70141915,-74.14,40.83,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
6ba6b947-5703-4c08-9860-89a91fa3ee96,8954,Closter,Starbucks,7582-18664,201-750-3555,CO,234 Closter Dock Road,,Heidenberg Plaza,Closter,NJ,US,76242634,-73.96,40.97,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
569d22c9-8526-49f7-b5e4-bc9b0ec1f1d9,1016353,Target Closter T-3235,Starbucks,47895-259427,201-367-1405,LS,6 Vervalan St,,,CLOSTER,NJ,US,7624,-73.96,40.97,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/8/2016 0:00,2/3/2017 0:00
e322f878-ffc4-40a0-a32d-54bc7bd9ff8e,1013917,NJ TP - Molly Pitcher Mobile Truck,Starbucks,29821-251648,609-655-4330,LS,New Jersey Turnpike,,,Cranbury,NJ,US,8512,-74.49,40.32,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2015 0:00,2/3/2017 0:00
e58c82d3-720d-4de3-b5ac-6143d10e39a5,16250,Molly Pitcher Adj Snackbar,Starbucks,75692-94408,609-655-4330,LS,MM-71.7 S New Jersey Tpke,,,Cranbury,NJ,US,8512,-74.49,40.32,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
5b69756a-ede7-4f06-ba23-def1f0f0d03a,17914,Stop & Shop-Monroe Township #810,Starbucks,79487-101833,609-655-8900,LS,1600 Perrineville Road,,,Cranbury,NJ,US,8512,-74.44,40.32,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
f4c031d5-d320-4e41-928a-6f1b3cc468d7,1008821,Cranford N Ave E - Drive Thru Only,Starbucks,20466-205025,908-272-7397,CO,345 N Ave E,,,Cranford,NJ,US,7016,-74.29,40.66,-300,Eastern Standard Time,GMT-05:00 America/New_York,5/20/2015 0:00,2/3/2017 0:00
a8f657a1-7d86-48fa-b02c-fb77791f2c39,1006676,Cranford Train Station,Starbucks,21510-212987,908-272-3967,CO,200 South Ave.,Suite 101,,Cranford,NJ,US,7016,-74.3,40.65,-300,Eastern Standard Time,GMT-05:00 America/New_York,3/19/2014 0:00,2/3/2017 0:00
560a5fce-5b4c-4aa2-8619-39f0940bae7a,7783,Delran,Starbucks,10039-99378,856-764-0375,CO,1340 Fairview Boulevard,,Hartford Corners,Delran,NJ,US,80751446,-74.94,40.02,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
22f28486-2ffb-4711-9ac0-d02dad3cccde,12861,Route 10 Denville,Starbucks,7880-81643,973-442-4123,CO,3056 Route 10 West,,,Denville,NJ,US,78343486,-74.51,40.87,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
f0fc140f-2111-407e-a237-d68f4bdbdd5f,11034,Denville Plaza,Starbucks,13926-111184,973-627-0791,CO,2-28 West Main Street,,Denville Plaza,Denville,NJ,US,7834,-74.48,40.89,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
33148984-68e4-43d6-88c6-8a3fbeaf4955,1005370,Deptford Mall,Starbucks,20460-205804,8566866002,CO,1750 Deptford Center Road,KI08,,Deptford,NJ,US,8096,-75.1,39.83,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
8c8b14a2-19c6-4338-b92f-c061057fde84,10234,"Route 18 & Tices, East Brunswick",Starbucks,9958-97328,732-432-4809,CO,300 Route 18 North,,,East Brunswick,NJ,US,88161912,-74.4,40.46,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
ff019d79-0809-47d3-b18b-28c2aac46aa2,1014847,Target East Hanover T-1491,Starbucks,29956-255467,973-887-3145,LS,130 State Rte 10,,,East Hanover,NJ,US,7936,-74.38,40.81,-300,Eastern Standard Time,GMT-05:00 America/New_York,6/7/2016 0:00,2/3/2017 0:00
6cecc98c-7060-4b88-9d80-89a435b0622f,16794,East Hanover - Rt 10,Starbucks,7475-6848,973-599-0100,CO,405 Route 10 East,,,East Hanover,NJ,US,79363532,-74.36,40.8,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
578a11a0-a105-47ee-baee-39a87384ec52,113723,NJ TP Vince Lombardi Travel Plaza,Starbucks,17120-129244,201-943-1171,LS,NJTP MM 116,,,East Ridgefield,NJ,US,7657,-74,40.83,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
a52d7119-a0a3-4884-a924-27d97bb4ed18,17525,Hilton Meadowlands,Starbucks,75896-101808,(201) 507-2802,LS,2 Meadowlands Plaza,,,East Rutherford,NJ,US,70732137,-74.08,40.81,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
dec661b2-7c76-4162-bce2-c12b2202a204,17428,"East Rutherford, Rt. 17",Starbucks,10392-100740,201-438-0584,CO,10 State Route 17,,,East Rutherford,NJ,US,70732105,-74.09,40.83,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
9f3fd701-6a5f-4dce-928f-604199fb3d5a,1005878,Eatontown,Starbucks,20164-203764,7325422015,CO,178 Route 35,,,Eatontown,NJ,US,7724,-74.05,40.29,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
f17032de-2b0c-4855-89a8-181f840cf40e,11601,Edgewater,Starbucks,7223-561,(201) 945-5343,CO,457 River Road,,Edgewater Commons,Edgewater,NJ,US,70201145,-73.98,40.81,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
2bb98500-63b2-4bcf-b2df-bbdb7ade97be,1005922,Target Edgewater T-1263,Starbucks,20965-208925,201-402-0252,LS,543 River Rd,,,Edgewater,NJ,US,7020,-73.98,40.81,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
a4c5b886-2093-43bf-9d5c-0e56565f439e,15290,Edison,Starbucks,7767-66040,732-549-1092,CO,1-11 Lincoln Highway,,Colonial Village,Edison,NJ,US,88373218,-74.35,40.56,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
8afcd673-b580-4903-bcab-24529205016f,1011093,Target Edison T-1055,Starbucks,24887-237459,732-744-1100,LS,100 Parsonage Rd,,,Edison,NJ,US,8837,-74.34,40.55,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/12/2014 0:00,2/3/2017 0:00
6b61b152-cb20-4dc5-9266-8026965eb2ac,18634,Sheraton Edison,Starbucks,70040-135824,,LS,125 Raritan Center Pkwy,,,Edison,NJ,US,88373614,-74.34,40.52,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
94d933ba-f85d-44e3-ab9d-b23033b4d4b7,1005251,Macy's-Menlo Park #8,Starbucks,18033-166705,732-549-4400,LS,275 Menlo Park Mall,,,Edison,NJ,US,88375402,-74.33,40.54,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
6df4e228-7460-4c9d-b531-e5fe0710bac1,12444,Menlo Park Mall,Starbucks,7721-44905,732-635-1083,CO,100 Menol Park Dr.,,Menlo Park Mall,Edison,NJ,US,88372428,-74.34,40.55,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
ea68e3bf-9e02-415d-a015-6d8f211bbf2d,6375,Jersey Gardens Mall,Starbucks,14295-107071,908 965-2102,CO,651 Kapkowski Road,1456,Jersey Gardens,Elizabeth,NJ,US,72014901,-74.17,40.66,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
9987bbb4-466a-4ed5-b80f-0c57f85fcdfd,11691,Englewood,Starbucks,846-2045,201-871-3212,CO,17 E. Palisades Avenue,,,Englewood,NJ,US,76312901,-73.97,40.89,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
7dfc8dca-7e4d-4b4c-94eb-105edd4d4ee8,13524,Marlton,Starbucks,7488-2885,856-810-9920,CO,300 State Route 73,Space A,,Evesham,NJ,US,8053,-74.93,39.89,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
c795e9fe-7b1a-4fd1-84a4-987e88a10a2d,1011103,Target - Fairfield T-1175,Starbucks,25228-237517,973-396-0069,LS,632 US Highway 46,,,Fairfield,NJ,US,7004,-74.27,40.89,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/11/2014 0:00,2/3/2017 0:00
bcb33904-274e-4e37-9ac6-43a60e18318d,1006683,Fair Lawn Promanade,Starbucks,21655-213985,2017911340,CO,16-31 state route 208,,,Fairlawn,NJ,US,7410,-74.13,40.94,-300,Eastern Standard Time,GMT-05:00 America/New_York,5/3/2014 0:00,2/3/2017 0:00
60c12b00-fe22-4e37-8355-abf41494e388,1007196,240 Route 202 - Flemington,Starbucks,23176-226585,9083001511,CO,240 Route 202,,,Flemington,NJ,US,8822,-74.86,40.49,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/26/2015 0:00,2/3/2017 0:00
d68af729-0efb-4d2a-8088-bd48c3195a2a,11693,Florham Park,Starbucks,859-558,973-443-0484,CO,184 Columbia Turnpike,,,Florham Park,NJ,US,79321314,-74.39,40.79,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
6c5dc4d7-9da7-4217-9aba-a50e005a441b,16809,Forked River Travel Plaza-Gdn St. P,Starbucks,72423-6826,609-693-8275,LS,Garden State Parkway,Mile Marker 74.5,,Forked River,NJ,US,8731,-74.21,39.87,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
84ba95cc-a03d-46b3-b209-3e78cb88bfa0,6819,Acme - Fort Lee #1065,Starbucks,73855-93630,201-346-1188,LS,2160 Lemoine Ave,,,Fort Lee,NJ,US,70246002,-73.97,40.86,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e1ae3592-9f77-4db9-9c79-44abee12239e,16815,Lemoine Ave.,Starbucks,7471-5986,201 4617229,CO,1605 Lemoine Ave.,,Whitman Plaza,Fort Lee,NJ,US,70245639,-73.97,40.85,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
356e65d1-69fb-45b1-8915-70209c65098c,10927,"Fort Lee, Route 4 E",Starbucks,14296-114267,2015920765,CO,2215 SR-4 East,,,Fort Lee,NJ,US,7024,-73.97,40.86,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
164290b6-8dc1-4a6d-9989-e5461abd2030,1008836,"Fort Lee, Bergen Blvd.",Starbucks,21773-214845,,CO,1616 Bergen Blvd.,,,Fort Lee,NJ,US,7024,-73.98,40.86,-300,Eastern Standard Time,GMT-05:00 America/New_York,1/26/2017 0:00,2/3/2017 0:00
5c9af716-2c12-479d-9e10-e58d4126e4ba,13479,Fort Lee - Linwood Plaza,Starbucks,7256-882,(201) 947-1112,CO,136-38 Linwood Plaza,,Linwood Plaza Shopping Center,Fort Lee,NJ,US,70243701,-73.97,40.86,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
355678be-ef6f-43ca-9daa-529f7dd63289,10596,"Franklin, NJ",Starbucks,11690-104888,973-209-4224,CO,111 Rt. 23 South,,,Franklin,NJ,US,74162005,-74.58,41.11,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
6a22465c-1082-4822-a3ed-ca8e67a20e3c,16961,Franklin Lakes,Starbucks,11928-104892,201-848-5045,CO,816 High Mountain Rd.,,Urban Farms Shopping Center,Franklin Lakes,NJ,US,74172105,-74.21,40.99,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
0dc2df71-5d42-4b8e-ae8c-939fd0524461,10202,Stop & Shop-Franklin #802,Starbucks,79448-104049,732-422-4420,LS,3333 Rt. 27,,,Franklin TWP,NJ,US,88231312,-74.56,40.43,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
9548b18e-ff30-4a1c-8e89-09f6003983cf,6965,Freehold Raceway Mall,Starbucks,14266-108195,732-683-9274,CO,3710 Route 9,,Freehold Raceway Mall,Freehold,NJ,US,77289809,-74.3,40.25,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
83d7f3e4-533a-4914-ba2e-814a2b0764ee,15596,Freehold (B&N),Starbucks,7204-624,(732) 577-0822,CO,3981 US Highway 9,,,Freehold,NJ,US,77282561,-74.29,40.26,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
33957b4e-19c7-40c6-bbef-b72fe02397c4,8854,Route 537 Freehold,Starbucks,7758-59423,732-683-9731,CO,11 Village Center Drive,,,Freehold,NJ,US,77282526,-74.31,40.24,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e57a821c-5994-490c-b451-cb174c6237b6,1006755,Freehold,Starbucks,22993-226584,7324091491,CO,621 U.S Highway 9,,,Freehold,NJ,US,7728,-74.26,40.21,-300,Eastern Standard Time,GMT-05:00 America/New_York,9/23/2014 0:00,2/3/2017 0:00
f3edbc76-4658-49c4-8384-6dd4531eda52,1014756,Galloway Township,Starbucks,25707-242204,6095692724,CO,68 W. Jimmie Leeds Rd,B1,,Galloway,NJ,US,8205,-74.54,39.48,-300,Eastern Standard Time,GMT-05:00 America/New_York,5/7/2016 0:00,2/3/2017 0:00
f3cc4503-2c85-4c12-97d8-81a8fee4c365,13831,Gillette,Starbucks,8811-94620,908-580-1212,CO,977 Valley Road,,Valley Mall Shopping Center,Gillette,NJ,US,79331813,-74.48,40.67,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
e9c0ca34-9f2b-4b0b-ad77-e7d008b9d936,6409,Glen Ridge,Starbucks,13383-104771,973 743 1752,CO,710 Bloomfield Ave.,,,Glen Ridge,NJ,US,70282332,-74.2,40.8,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
5e3a99c7-7f13-48d6-b232-84d517c823f5,16367,Glen Rock,Starbucks,7700-32162,201-493-8261,CO,224 Rock Road,,,Glen Rock,NJ,US,74521709,-74.13,40.96,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 17:41,2/3/2017 0:00
570acd92-40c2-44fc-a93a-12769d4a985e,1009363,Gloucester Premium Outlets,Starbucks,23733-224985,6093154107,CO,1125 S Black Horse Pike,Space 575,,Gloucester Township,NJ,US,8012,-75.05,39.78,-300,Eastern Standard Time,GMT-05:00 America/New_York,8/18/2015 0:00,2/3/2017 0:00
c1442d81-5c96-4291-8921-2afece09d174,1008746,"Green Brook, NJ",Starbucks,21251-209324,732-968-5215,CO,287 Route 22,,,Green Brook,NJ,US,8812,-74.5,40.59,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/25/2014 0:00,2/3/2017 0:00
